1.0	(0.004281037419036231, -0.012505393444110623, -2.1599439482732143)
1.0	(0.004281037419036231, -0.012505393444110623, -2.1599439482732143)
1.0	(0.004281037419036231, -0.012505393444110623, -2.1599439482732143)
1.0	(0.004281037419036231, -0.012505393444110623, -2.1599439482732143)
1.0	(0.004281037419036231, -0.012505393444110623, -2.1599439482732143)
1.0	(0.004281037419036231, -0.012505393444110623, -2.1599439482732143)
1.0	(0.004281037419036231, -0.012505393444110623, -2.1599439482732143)
1.0	(0.004281037419036231, -0.012505393444110623, -2.1599439482732143)
1.0	(0.004281037419036231, -0.012505393444110623, -2.1599439482732143)
1.0	(0.004281037419036231, -0.012505393444110623, -2.1599439482732143)
1.0	(0.004281037419036231, -0.012505393444110623, -2.1599439482732143)
1.0	(0.004281037419036231, -0.012505393444110623, -2.1599439482732143)
1.0	(0.004281037419036231, -0.012505393444110623, -2.1599439482732143)
1.0	(0.004281037419036231, -0.012505393444110623, -2.1599439482732143)
1.0	(0.004281037419036231, -0.012505393444110623, -2.1599439482732143)
1.0	(0.004281037419036231, -0.012505393444110623, -2.1599439482732143)
1.0	(0.004281037419036231, -0.012505393444110623, -2.1599439482732143)
1.0	(0.004281037419036231, -0.012505393444110623, -2.1599439482732143)
1.0	(0.0042678603470432215, -0.012493748996955038, -2.1599613767715895)
1.0	(0.0042678603470432215, -0.012493748996955038, -2.1599613767715895)
1.0	(0.0042678603470432215, -0.012493748996955038, -2.1599613767715895)
1.0	(0.0042678603470432215, -0.012493748996955038, -2.1599613767715895)
1.0	(0.0042678603470432215, -0.012493748996955038, -2.1599613767715895)
1.0	(0.0042678603470432215, -0.012493748996955038, -2.1599613767715895)
1.0	(0.0042678603470432215, -0.012493748996955038, -2.1599613767715895)
1.0	(0.0042678603470432215, -0.012493748996955038, -2.1599613767715895)
1.0	(0.0042678603470432215, -0.012493748996955038, -2.1599613767715895)
1.0	(0.0042678603470432215, -0.012493748996955038, -2.1599613767715895)
1.0	(0.0042678603470432215, -0.012493748996955038, -2.1599613767715895)
1.0	(0.004265722722741905, -0.012492394980189732, -2.1599532380577227)
1.0	(0.004265722722741905, -0.012492394980189732, -2.1599532380577227)
1.0	(0.004265722722741905, -0.012492394980189732, -2.1599532380577227)
1.0	(0.004265722722741905, -0.012492394980189732, -2.1599532380577227)
1.0	(0.004265722722741905, -0.012492394980189732, -2.1599532380577227)
1.0	(0.004265722722741905, -0.012492394980189732, -2.1599532380577227)
1.0	(0.004265722722741905, -0.012492394980189732, -2.1599532380577227)
1.0	(0.004265722722741905, -0.012492394980189732, -2.1599532380577227)
1.0	(0.004265722722741905, -0.012492394980189732, -2.1599532380577227)
1.0	(0.004265722722741905, -0.012492394980189732, -2.1599532380577227)
1.0	(0.004265722722741905, -0.012492394980189732, -2.1599532380577227)
1.0	(0.004265722722741905, -0.012492394980189732, -2.1599532380577227)
1.0	(0.004265722722741905, -0.012492394980189732, -2.1599532380577227)
1.0	(0.004265722722741905, -0.012492394980189732, -2.1599532380577227)
1.0	(0.004265722722741905, -0.012492394980189732, -2.1599532380577227)
1.0	(0.004265722722741905, -0.012492394980189732, -2.1599532380577227)
1.0	(0.004245135351849126, -0.01249597232098972, -2.15996062545392)
1.0	(0.004245135351849126, -0.01249597232098972, -2.15996062545392)
1.0	(0.004245135351849126, -0.01249597232098972, -2.15996062545392)
1.0	(0.004245135351849126, -0.01249597232098972, -2.15996062545392)
1.0	(0.004245135351849126, -0.01249597232098972, -2.15996062545392)
1.0	(0.004245135351849126, -0.01249597232098972, -2.15996062545392)
1.0	(0.004245135351849126, -0.01249597232098972, -2.15996062545392)
1.0	(0.004245135351849126, -0.01249597232098972, -2.15996062545392)
1.0	(0.004245135351849126, -0.01249597232098972, -2.15996062545392)
1.0	(0.004245135351849126, -0.01249597232098972, -2.15996062545392)
1.0	(0.004245135351849126, -0.01249597232098972, -2.15996062545392)
1.0	(0.004245135351849126, -0.01249597232098972, -2.15996062545392)
1.0	(0.004245135351849126, -0.01249597232098972, -2.15996062545392)
1.0	(0.004245135351849126, -0.01249597232098972, -2.15996062545392)
1.0	(0.004245135351849126, -0.01249597232098972, -2.15996062545392)
1.0	(0.004245135351849126, -0.01249597232098972, -2.15996062545392)
1.0	(0.004245135351849126, -0.01249597232098972, -2.15996062545392)
1.0	(0.004245135351849126, -0.01249597232098972, -2.15996062545392)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004250952598235967, -0.012508818559777824, -2.1599581301459323)
1.0	(0.004244390349893296, -0.012489345128737709, -2.1599648795525295)
1.0	(0.004244390349893296, -0.012489345128737709, -2.1599648795525295)
1.0	(0.004244390349893296, -0.012489345128737709, -2.1599648795525295)
1.0	(0.004244390349893296, -0.012489345128737709, -2.1599648795525295)
1.0	(0.004244390349893296, -0.012489345128737709, -2.1599648795525295)
1.0	(0.004244390349893296, -0.012489345128737709, -2.1599648795525295)
1.0	(0.004244390349893296, -0.012489345128737709, -2.1599648795525295)
1.0	(0.004244390349893296, -0.012489345128737709, -2.1599648795525295)
1.0	(0.004247992652714193, -0.012456678161745055, -2.1599640705277614)
1.0	(0.004247992652714193, -0.012456678161745055, -2.1599640705277614)
1.0	(0.004247992652714193, -0.012456678161745055, -2.1599640705277614)
